"ID","prompt","response","rater1","rater2","rater3","average","cse","cpi","VG_mean","act_lit","act_mus","act_ac","act_cc","act_sp","act_va","act_pa","act_eng","icaa.act","ach_lit","ach_mus","ach_ac","ach_cc","ach_sp","ach_va","ach_pa","ach_eng","icaa.ach","Intellect_Score","Open_Score","Cattell_score","Vocab_Adv","Vocab_Extend","animal_flu","fruit_veg_flu","Gender","Age"
81676,"box","lemonade stand",3,1,4,2.666666667,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"rope","decoration",2,1,2,1.666666667,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"box","a bed",2,3,3,2.666666667,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"box","boat",2,1,3,2,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"box","storage",2,1,2,1.666666667,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"rope","curtains",3,2,2,2.333333333,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"box","fort",2,1,2,1.666666667,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"box","costume",3,1,2,2,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"box","drawing easel",3,2,2,2.333333333,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"box","sled",3,1,3,2.333333333,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"box","cat house",2,1,3,2,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"rope","monkey bars",4,3,2,3,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"box","trap",3,1,3,2.333333333,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"rope","use it as support for a swing",2,1,2,1.666666667,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"rope","hear",1,2,1,1.333333333,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"rope","use it to climb trees",3,1,2,2,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"box","building blocks",2,1,2,1.666666667,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"rope","jungle gym",3,2,2,2.333333333,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81676,"rope","jump rope",2,1,1,1.333333333,"3.8333333330000001","4.5999999999999996","0.79659349999999995","2.8333333330000001","3.1666666669999999","5","2.1666666669999999","1.1666666670000001","3.5","2.3333333330000001","2","22.166666670000001","4","0","4","1","0","4","1","1","15","29","47","8","14","8","26","18","2","18"
81735,"rope","ladder",3,1,2,2,"4.1666666670000003","2.6","0.73983811099999996","2","3.5","2.1666666669999999","1.5","2.6666666669999999","1.1666666670000001","1.3333333329999999","2.5","16.833333329999999","1","1","4","0","2","0","1","4","13","40","34","11","10","8","39","27","1","18"
81735,"rope","tie",2,1,2,1.666666667,"4.1666666670000003","2.6","0.73983811099999996","2","3.5","2.1666666669999999","1.5","2.6666666669999999","1.1666666670000001","1.3333333329999999","2.5","16.833333329999999","1","1","4","0","2","0","1","4","13","40","34","11","10","8","39","27","1","18"
81735,"box","sculpting",3,2,3,2.666666667,"4.1666666670000003","2.6","0.73983811099999996","2","3.5","2.1666666669999999","1.5","2.6666666669999999","1.1666666670000001","1.3333333329999999","2.5","16.833333329999999","1","1","4","0","2","0","1","4","13","40","34","11","10","8","39","27","1","18"
81735,"box","table",2,1,3,2,"4.1666666670000003","2.6","0.73983811099999996","2","3.5","2.1666666669999999","1.5","2.6666666669999999","1.1666666670000001","1.3333333329999999","2.5","16.833333329999999","1","1","4","0","2","0","1","4","13","40","34","11","10","8","39","27","1","18"
81735,"rope","hanging decorations",2,1,3,2,"4.1666666670000003","2.6","0.73983811099999996","2","3.5","2.1666666669999999","1.5","2.6666666669999999","1.1666666670000001","1.3333333329999999","2.5","16.833333329999999","1","1","4","0","2","0","1","4","13","40","34","11","10","8","39","27","1","18"
81735,"box","fridge",3,3,3,3,"4.1666666670000003","2.6","0.73983811099999996","2","3.5","2.1666666669999999","1.5","2.6666666669999999","1.1666666670000001","1.3333333329999999","2.5","16.833333329999999","1","1","4","0","2","0","1","4","13","40","34","11","10","8","39","27","1","18"
81735,"rope","pully",4,1,2,2.333333333,"4.1666666670000003","2.6","0.73983811099999996","2","3.5","2.1666666669999999","1.5","2.6666666669999999","1.1666666670000001","1.3333333329999999","2.5","16.833333329999999","1","1","4","0","2","0","1","4","13","40","34","11","10","8","39","27","1","18"
81735,"box","something to write on",3,1,2,2,"4.1666666670000003","2.6","0.73983811099999996","2","3.5","2.1666666669999999","1.5","2.6666666669999999","1.1666666670000001","1.3333333329999999","2.5","16.833333329999999","1","1","4","0","2","0","1","4","13","40","34","11","10","8","39","27","1","18"
81735,"box","tray",3,2,3,2.666666667,"4.1666666670000003","2.6","0.73983811099999996","2","3.5","2.1666666669999999","1.5","2.6666666669999999","1.1666666670000001","1.3333333329999999","2.5","16.833333329999999","1","1","4","0","2","0","1","4","13","40","34","11","10","8","39","27","1","18"
